corpus,sample,dataset,token,before,word,after
PENN,fryer-e3-p2,ity,city, in ; but no Gardens in the ,City," , or very few , though with"
PENN,fryer-e3-h,ity,civility," Banquet , shewing us the ",Civility, of the Church and College
PENN,fryer-e3-h,ity,civility, a piece of extraordinary ,Civility," , they showed us the Nece"
PENN,fryer-e3-p2,ity,civility, was no ordinary point of ,Civility," , they otherwise being st"
PENN,fryer-e3-h,ity,commodity,"3-H,II,179.149 but other ",Commodities," we must bring with us ,"
PENN,fryer-e3-p1,ity,commodity,t of all sorts of Duccan ,commodities, ; but now totally ruine
PENN,fryer-e3-p2,ity,commodity,ur parts to return these ,Civilities," , which was to renew the"
PENN,fryer-e3-p2,ity,commodity,and receives all Eastern ,Commodities," Bought ; FRYER-E3-P2,1,"
PENN,fryer-e3-p1,ity,crudity, up in Belchings from the ,Crudities, created in their Stomach
PENN,fiennes-e3-h,ity,curiosity,"-H,152.282 he shewed me a ",Curiosity, of an Herball all writte
PENN,fiennes-e3-h,ity,curiosity,43.50 and to grattifye my ,curiosity, to eate them on the plac
PENN,fiennes-e3-h,ity,curiosity,"ES-E3-H,154.340 the great ",curiosity, of this wood carving abo
PENN,fiennes-e3-p2,ity,curiosity, persons and excite their ,curiosity, to come and see is the G
PENN,fiennes-e3-p2,ity,curiosity,ring to the strangers for ,curiosity," and relicts , and also m"
PENN,fryer-e3-h,ity,curiosity,"ngs . FRYER-E3-H,I,184.20 ",Curiosity, led me a second time to 
PENN,fryer-e3-p2,ity,curiosity,hereupon was taken with a ,Curiosity, to visit his new Custome
PENN,fryer-e3-p2,ity,dignity,"elves , none assuming that ",Dignity, till confirmed by them : 
PENN,fryer-e3-p2,ity,dignity,"ns , only somewhat less in ",Dignity," . FRYER-E3-P2,2,204.142 M"
PENN,fryer-e3-p2,ity,dignity,"ccomptant , who is next in ",Dignity," to the President , the ge"
PENN,fiennes-e3-p1,ity,divinity,3.200 there was two large ,Divinity, Books the Arch-Bishop gav
PENN,fryer-e3-h,ity,extremity,a grateful Cooler in this ,Extremity," of Heat : FRYER-E3-H,II,"
PENN,fryer-e3-p2,ity,formality, pieces without any other ,Formality," of Process , had he not "
PENN,fryer-e3-h,ity,fraternity," after , were met by the ",Fraternity," , and conducted to the F"
PENN,fryer-e3-h,ity,gravity,"y Noble , and becoming the ",Gravity, of the Society . FRYER-E3
PENN,fryer-e3-p1,ity,hostility,"e Rains are set in , all ",Hostilities," and Commerce cease , FR"
PENN,fryer-e3-p1,ity,humanity,"1,2,196.179 So soon their ",Humanity, is turned to Avarice ; FR
PENN,fiennes-e3-p1,ity,maturity,$it $'s {TEXT:its} at its ,maturity, which happens just before
PENN,fryer-e3-h,ity,maturity, forerunner of their full ,Maturity, ; at which time they look
PENN,fryer-e3-h,ity,nobility,ounded with lesser of the ,Nobility," . FRYER-E3-H,I,187.60 To "
PENN,fryer-e3-h,ity,opportunity,7 And now we having this ,Opportunity," , set forward towards t"
PENN,fryer-e3-p1,ity,opportunity,"R-E3-P1,1,197.37 By this ",opportunity, our Ambassadors crossed
PENN,fryer-e3-p2,ity,opportunity, In our Stay here we had ,Opportunity," to observe Siras , not "
PENN,fryer-e3-p1,ity,possibility,nce the incredulous of a ,possibility, of a General Deluge . F
PENN,fiennes-e3-p1,ity,posterity,63.213 she saw 142 of her ,posterity, together . FIENNES-E3-P1
PENN,fryer-e3-p1,ity,probity,uch Vogue at Court for his ,Probity," , that his Neighbour Caun"
PENN,fryer-e3-h,ity,quality, Retinue answerable to the ,Quality," of each ; FRYER-E3-H,II,1"
PENN,fryer-e3-h,ity,quality,"I alone , some of the best ",Quality, on the Island being led b
PENN,fryer-e3-p1,ity,quality,his Town being a Person of ,Quality," , who commands the Countr"
PENN,fryer-e3-p2,ity,quantity,s incredible to see what ,Quantities, they drink at a Merry-me
PENN,fryer-e3-p2,ity,security,5000 l. Sterling of good ,Securities," . FRYER-E3-P2,1,217.99 T"
PENN,fiennes-e3-p1,ity,security,ering over them for their ,security," ; FIENNES-E3-P1,159.112 t"
PENN,fiennes-e3-p2,ity,security, to its lustre as well as ,security, to its foundation ; FIENN
PENN,fiennes-e3-p2,ity,security,sadoe be convenient and a ,security, from the sun or weather a
PENN,fryer-e3-h,ity,security, the next Incumbent being ,Security, for the payment : FRYER-E
PENN,fryer-e3-p2,ity,security,"expired , if they can get ",Security," , they are capable of Emp"
PENN,fryer-e3-p2,ity,seniority," and Trust , according to ",Seniority," or Favour , and therefor"
PENN,fryer-e3-p2,ity,severity,xt Caun adjudging him the ,Severity," of the Law . FRYER-E3-P2,"
PENN,fiennes-e3-p1,ity,trinity,e two Hospitalls {COM:,Holy_Trinity_and_Wigston,'s} one for ol
PENN,fryer-e3-h,ity,university,uch unlike those of our ,Universities," , belonging to the Jesu"
CHELAR,1544decr,ity,authority,urther_JJR by_II the_AT ,authority_NN1, aforesaid_VVD decreed_
CHELAR,1544decr,ity,equity,yea_UH or_CC no_UH in_II ,equity_NN1, ._. Noxon_NN1 contra_NN1
CHELAR,1544decr,ity,multiplicity,nd_CC to_TO avoid_VVI ,multiplicity_NN1," of_IO suits_NN2 ,_, i"
CHELAR,1547assu,ity,equity,"me_NNT1 ,_, yet_RR in_II ",equity_NN1, ordered_VVD to_TO make_V
CHELAR,1557swig,ity,possibility,1 could_VM by_II no_AT ,possibility_NN1," appear_VV0 ,_, theref"
CHELAR,1557swig,ity,quantity,oweth_VVZ not_XX the_AT ,quantity_NN1, of_IO the_AT manor_NN1 
CHELAR,1557swig,ity,quantity,ning_VVG only_RR the_AT ,quantity_NN1, of_IO the_AT manor_NN1 
CHELAR,1572vern,ity,equity, be_VBI within_II the_AT ,equity_NN1, of_IO a_AT1 statute_NN1 
CHELAR,1572vern,ity,equity,I taken_VVN by_II the_AT ,equity_NN1," of_IO the_AT Act_NN1 ,_,"
CHELAR,1575bevi,ity,diversity,on_II condition_NN1 ._. ,Diversity_NN1, as_II21 to_II22 a_AT1 
CHELAR,1575bevi,ity,possibility,"N2 ,_, which_DDQ by_II ",possibility_NN1, may_VM not_XX fall_VV
CHELAR,1578crom,ity,quality,and_CC of_IO eminent_JJ ,qualities_NN2," ,_, and_CC serve_VV0 h"
CHELAR,1578crom,ity,authority,to_TO proceed_VVI by_II ,authority_NN1, of_IO the_AT Councel_N
CHELAR,1578crom,ity,authority,y_II his_APPGE Royal_JJ ,authority_NN1, have_VH0 the_AT admini
CHELAR,1578crom,ity,divinity,CC Batchellor_NN1 of_IO ,Divinity_NN1, within_II the_AT said_J
CHELAR,1578crom,ity,quality, the_AT sense_NN1 and_CC ,quality_NN1, of_IO the_AT words_NN2 
CHELAR,1578crom,ity,university,J of_IO the_AT same_DA ,University_NN1, ._. Pawlinge_VV0 Plain
CHELAR,1578crom,ity,university,of_II22 the_AT same_DA ,University_NN1," ,_, except_CS it_PPH1 "
CHELAR,1578crom,ity,university, of_IO the_AT said_JJ% ,University_NN1," ,_, that_CST the_AT sa"
CHELAR,1578crom,ity,university,hin_II the_AT said_JJ% ,University_NN1, :_: And_CC that_CST by
CHELAR,1578crom,ity,university, of_IO the_AT said_JJ% ,University_NN1," ,_, which_DDQ the_AT s"
CHELAR,1578crom,ity,university,issary_JJ of_IO the_AT ,University_NN1, of_IO Oxford_NP1 hath_
CHELAR,1579sims,ity,quantity, and_CC in_II great_JJ ,quantities_NN2, ._. All_DB garden-stuf
CHELAR,1579sims,ity,quantity,N1 with_IW several_DA2 ,quantities_NN2, of_IO beans_NN2 and_CC
CHELAR,1579sims,ity,pontifical,his_APPGE pontifical_JJ ,authority_NN1," ,_, give_VV0 ,_, grant"
CHELAR,1579sims,ity,authority,",_, and_CC on_II the_AT ",authority_NN1, of_IO Bedingfield_NP1 
CHELAR,1579sims,ity,authority,"169_MC ,_, is_VBZ no_AT ",authority_NN1," ,_, for_CS% there_EX w"
CHELAR,1579sims,ity,quantity,", held_VVD ,_, that_DD1 ",quantity_NN1, could_VM not_XX alter_V
CHELAR,1579sims,ity,quantity,"NP1 ,_, that_CST the_AT ",quantity_NN1, of_IO the_AT lands_NN2 
CHELAR,1579sims,ity,solidity,. There_EX is_VBZ no_AT ,solidity_NN1, &lsqb;_( 388_MC &rsqb;_
CHELAR,1582thor,ity,annuity,N2 of_IO the_AT said_JJ% ,annuity_NN1," were_VBDR behind_RL@ ,_"
CHELAR,1582thor,ity,annuity,earages_NN2 of_IO an_AT1 ,annuity_NN1, were_VBDR due_II21 to_I
CHELAR,1582thor,ity,annuity,earages_NN2 of_IO an_AT1 ,annuity_NN1, were_VBDR due_II21 to_I
CHELAR,1582thor,ity,generality,eged_VVN in_II such_DA ,generality_NN1," ._. But_CCB note_VV0 ,"
CHELAR,1582thor,ity,generality,II32 of_II33 its_APPGE ,generality_NN1," ,_, was_VBDZ void_JJ a"
CHELAR,1584tave,ity,authority,eat_JJ trust_NN1 and_CC ,authority_NN1, ;_; for_IF the_AT King
CHELAR,1584tave,ity,validity, should_VM be_VBI of_IO ,validity_NN1," ,_, for_IF by_II such_D"
CHELAR,1584tave,ity,validity,1 concerned_VVD% the_AT ,validity_NN1, of_IO the_AT Queen_NN1 
CHELAR,1584tave,ity,validity,ration_NN1 of_IO the_AT ,validity_NN1, of_IO the_AT grant_NN1 
CHELAR,1586gren,ity,authority,d_CC common_JJ law_NN1 ,authorities_NN2," ,_, can_VM not_XX be_"
CHELAR,1586gren,ity,annuity,u_PPY release_VV0 the_AT ,annuity_NN1," to_II me_PPIO1 ,_, the_"
CHELAR,1586gren,ity,annuity,shall_VM have_VHI an_AT1 ,annuity_NN1, of_IO 201._MC per_II an
CHELAR,1586gren,ity,authority," liberty_NN1 ,_, and_CC ",authority_NN1, aforesaid_VVD ._. And_
CHELAR,1586gren,ity,authority,_II21 to_II22 his_APPGE ,authority_NN1," and_CC power_NN1 ,_, w"
CHELAR,1586gren,ity,authority,id_JJ% power_NN1 and_CC ,authority_NN1," ,_, so_CS21 that_CS22 "
CHELAR,1586gren,ity,authority,"_, power_NN1 ,_, and_CC ",authority_NN1," of_IO revocation_NN1 ,"
CHELAR,1586gren,ity,authority," liberty_NN1 ,_, and_CC ",authority_NN1," ,_, should_VM cease_VV"
CHELAR,1586gren,ity,authority,e_JJ ;_; but_CCB an_AT1 ,authority_NN1," ,_, or_CC power_NN1 ,_"
CHELAR,1586gren,ity,diversity,ed_VVN ._. And_CC a_AT1 ,diversity_NN1, was_VBDZ taken_VVN bet
CHELAR,1586gren,ity,possibility,X extinguish_VVI a_AT1 ,possibility_NN1, ._. The_AT case_NN1 o
CHELAR,1586gren,ity,possibility,X is_VBZ but_CCB a_AT1 ,possibility_NN1, ;_; as_CS21 if_CS22 I
CHELAR,1586gren,ity,possibility,N is_VBZ but_CCB a_AT1 ,possibility_NN1," ,_, which_DDQ can_VM "
CHELAR,1588melw,ity,commodity,"profits_NN2 ,_, and_CC ",commodities_NN2," ,_, with_IW their_APP"
CHELAR,1589bald,ity,annuity," ,_, patronages_NN2 ,_, ",annuities_NN2," ,_, rights_NN2 ,_, int"
CHELAR,1589bald,ity,annuity," ,_, patronages_NN2 ,_, ",annuities_NN2," ,_, rights_NN2 ,_, int"
CHELAR,1589bald,ity,diversity,"ualities_NN2 ,_, or_CC ",diversities_NN2," of_IO habits_NN2 ,_, "
CHELAR,1589bald,ity,quality,"_, kinds_NN2 ,_, and_CC ",qualities_NN2," ,_, as_CSA in_II the_A"
CHELAR,1589bald,ity,quality,"NN2 ,_, natures_NN2 ,_, ",qualities_NN2," ,_, or_CC diversities_"
CHELAR,1589bald,ity,authority,d_CC adjudged_VVN by_II ,authority_NN1, of_IO the_AT same_DA P
CHELAR,1589bald,ity,authority,"_, by_II the_AT same_DA ",authority_NN1," ,_, and_CC in_II like_"
CHELAR,1589bald,ity,authority,"ed_VVN ,_, by_II the_AT ",authority_NN1," aforesaid_VVD ,_, that"
CHELAR,1590page,ity,equity,X be_VBI taken_VVN by_II ,equity_NN1," ,_, it_PPH1 was_VBDZ hol"
CHELAR,1592atto,ity,commodity,",_, advantages_NN2 ,_, ",commodities_NN2," ,_, and_CC profits_NN"
CHELAR,1592atto,ity,necessity,y_PPHS2 have_VH0 not_XX ,necessity_NN1, nor_CC by_II the_AT la
CHELAR,1595linc,ity,generality,"_"" expounds_VVZ the_AT ",generality_NN1, of_IO the_AT words_NN2
CHELAR,1595linc,ity,university,"e_NN1 ,_, in_II the_AT ",University_NN1," of_IO Oxford_NP1 ,_, f"
CHELAR,1596penn,ity,annuity,ncipal_JJ case_NN1 of_IO ,annuity_NN1, may_VM be_VBI good_JJ l
CHELAR,1596penn,ity,annuity,VNK to_TO pay_VVI the_AT ,annuity_NN1, without_IW acquittance_
CHELAR,1596penn,ity,annuity,II the_AT case_NN1 of_IO ,annuity_NN1," ,_, he_PPHS1 is_VBZ not"
CHELAR,1598buck,ity,possibility,"_NN1 ,_, for_IF the_AT ",possibility_NN1, of_IO &lsqb;_( 2_MC a
CHELAR,1598buck,ity,possibility,on_II32 of_II33 the_AT ,possibility_NN1, of_IO descent_NN1 ._.
CHELAR,1601lord,ity,conformity,I a_AT1 fine_JJ for_IF ,conformity_NN1," ,_, he_PPHS1 shall_VM "
CHELAR,1601lord,ity,prolixity,_CC for_IF avoiding_VVG ,prolixity_NN1," ,_, I_PPIS1 will_VM om"
CHELAR,1601lord,ity,security,_CC for_IF further_JJR@ ,security_NN1," ,_, that_CST A._NP1 and"
CHELAR,1605bret,ity,authority,t_DDQ manner_NN1 of_IO ,authorities_NN2, the_AT Lord_NNB S._NP
CHELAR,1605bret,ity,plurality,statute_NN1 against_II ,pluralities_NN2," ,_, because_CS he_PPH"
CHELAR,1609mars,ity,annuity,"VBDZ ,_, that_CST the_AT ",annuity_NN1, was_VBDZ determined_VVN
CHELAR,1609mars,ity,annuity,22_MC b. where_CS an_AT1 ,annuity_NN1, was_VBDZ granted_VVN to
CHELAR,1609mars,ity,annuity,"etermined_VVN ,_, the_AT ",annuity_NN1, is_VBZ determined_VVN a
CHELAR,1609mars,ity,diversity,D1 may_VM be_VBI the_AT ,diversity_NN1," ._. Secondly_RR ,_, in"
CHELAR,1609mars,ity,diversity, be_VBI the_AT other_JJ ,diversity_NN1, ._. But_CCB admitting_
CHELAR,1610earl,ity,antiquity,"_, to_TO see_VVI the_AT ",antiquity_NN1, of_IO the_AT house_NN1
CHELAR,1610earl,ity,necessity,MK to_TO find_VVI of_IO ,necessity_NN1, a_AT1 seisin_NN1 and_C
CHELAR,1612free,ity,quantity,f_IO persons_NN2 and_CC ,quantity_NN1," of_IO land_NN1 ,_, and_"
CHELAR,1615earl,ity,extremity,restraining_VVG all_DB ,Extremities_NN2, and_CC Hardships_NN2 
CHELAR,1615earl,ity,annuity,_; 27_MC H._NP1 6_MC ;_; ,Annuity_NN1," ,_, 41_MC ;_; 21_MC Eli"
CHELAR,1615earl,ity,equity, no_AT more_DAR can_NN1% ,Equity_NN1, in_II Chancery_NN1 die_V
CHELAR,1615earl,ity,equity,_RR in_II Law_NN1 and_CC ,Equity_NN1," ,_, &lsqb;_( 3_MC &rsqb;"
CHELAR,1615earl,ity,equity,1 28._MC 2_MC ._. And_CC ,Equity_NN1, and_CC good_JJ Conscienc
CHELAR,1615earl,ity,equity, But_CCB that_DD1 and_CC ,Equity_NN1, ought_VMK to_TO join_VVI
CHELAR,1615earl,ity,equity, Purchase_NN1 ._. And_CC ,equity_NN1, speaks_VVZ as_II the_AT 
CHELAR,1615earl,ity,equity,IF Conscience_NN1 and_CC ,Equity_NN1, is_VBZ always_RR ready_J
CHELAR,1615earl,ity,equity,VBDZ compelled_VVN in_II ,Equity_NN1, to_TO yield_VVI a_AT1 Re
CHELAR,1615earl,ity,equity,PPY would_VM silence_VVI ,Equity_NN1, ._. 1st_MD ._. Because_C
CHELAR,1615earl,ity,equity, Latin_JJ Bill_NN1 in_II ,Equity_NN1," ,_, if_CS the_AT other_J"
CHELAR,1615earl,ity,equity,xamine_VVI it_PPH1 in_II ,Equity_NN1," ,_, so_RR as_CSA all_DB "
CHELAR,1615earl,ity,equity,J as_CSA that_CST the_AT ,Equity_NN1, &lsqb;_( 12_MC &rsqb;_) 
CHELAR,1615earl,ity,equity, to_TO proceed_VVI in_II ,Equity_NN1, ;_; and_CC if_CS the_AT 
CHELAR,1615earl,ity,equity,S to_II resort_NN1 to_II ,Equity_NN1," ,_, is_VBZ neither_RR st"
CHELAR,1615earl,ity,equity, may_VM resort_NN1 to_II ,Equity_NN1," ._. 22_MC E._NP1 4_MC ,_"
CHELAR,1615earl,ity,equity,2 according_II21 to_II22 ,Equity_NN1," ,_, varying_VVG from_II "
CHELAR,1615earl,ity,equity,",_, &c.,; Law_NN1 and_CC ",Equity_NN1," are_VBR distinct_JJ ,_, "
CHELAR,1615earl,ity,equity,ecute_VVI Law_NN1 and_CC ,Equity_NN1, together_RL be_VBI a_AT1
CHELAR,1615earl,ity,equity,you_PPY then_RT have_VHI ,Equity_NN1, suppressed_VVN in_II all
CHELAR,1615earl,ity,equity,_CC determined_VVN by_II ,Equity_NN1, ;_; and_CC the_AT Lord_N
CHELAR,1615earl,ity,equity," ,_, and_CC therefore_RR ",Equity_NN1, must_VM see_VVI that_CST
CHELAR,1615earl,ity,extremity,d_CC mollify_VVI the_AT ,Extremity_NN1," of_IO the_AT Law_NN1 ,"
CHELAR,1615earl,ity,security,ve_VH0 Bonds_NN2 and_CC ,Security_NN1, given_VVN for_IF the_AT
CHELAR,1616whit,ity,authority,DDQ maintain_VV0 the_AT ,authority_NN1, of_IO the_AT Chancery_
CHELAR,1616whit,ity,authority,rthrow_VV0 to_II the_AT ,authority_NN1, of_IO the_AT said_JJ% 
CHELAR,1616whit,ity,authority,",_, touching_VVG the_AT ",authority_NN1, and_CC power_NN1 of_IO
CHELAR,1616whit,ity,authority,ers_NN2 have_VH0 not_XX ,authority_NN1, to_TO cause_VVI new_JJ
CHELAR,1616whit,ity,equity,II conscience_NN1 and_CC ,equity_NN1," ,_, such_II21 as_II22 th"
CHELAR,1616whit,ity,equity,m_PPHO2 matter_NN1 of_IO ,equity_NN1," ,_, because_CS they_PPHS"
CHELAR,1616whit,ity,equity,22 conscience_NN1 and_CC ,equity_NN1," ,_, allowing_VVG the_AT "
CHELAR,1616whit,ity,equity,N according_II21 to_II22 ,equity_NN1," and_CC conscience_NN1 ,_"
CHELAR,1616whit,ity,equity,N according_II21 to_II22 ,equity_NN1," and_CC conscience_NN1 ,_"
CHELAR,1616whit,ity,equity,the_AT matters_NN2 in_II ,equity_NN1, laid_VVN in_II such_DA b
CHELAR,1616whit,ity,equity,G no_AT Judges_NN2 in_II ,equity_NN1," ,_, but_CCB bound_VVN by"
CHELAR,1616whit,ity,equity,CC conscience_NN1 and_CC ,equity_NN1," banished_VVD ,_, exclude"
CHELAR,1616whit,ity,necessity,I the_AT old_JJ when_CS ,necessity_NN1, doth_VDZ require_VV0 i
CHELAR,1616whit,ity,necessity,h_NN1 and_CC evident_JJ ,necessity_NN1," ,_, and_CC of_IO so_RG"
CHELAR,1616whit,ity,quantity,ing_II21 to_II22 the_AT ,quantity_NN1, of_IO his_APPGE Land_NN
CHELAR,1622leat,ity,commodity,l_DB benefit_VV0 and_CC ,commodity_NN1, whatsoever_DDQV to_TO 
CHELAR,1626lydd,ity,equity,like_JJ@ Power_NN1 in_II ,Equity_NN1, to_TO dispose_VVI of_IO 
CHELAR,1628brow,ity,annuity,AT said_JJ% several_DA2 ,Annuities_NN2, are_VBR good_JJ in_II 
CHELAR,1628brow,ity,annuity,_) their_APPGE said_JJ% ,Annuities_NN2," and_CC Arrears_NN2 ,_,"
CHELAR,1628brow,ity,annuity,D of_IO the_AT said_JJ% ,Annuities_NN2, are_VBR void_JJ in_II 
CHELAR,1628brow,ity,annuity,irm_VVI the_AT said_JJ% ,Annuities_NN2," ,_, so_RR as_CSA the_A"
CHELAR,1628brow,ity,annuity," ,_, two_MC several_DA2 ",Annuities_NN2, of_IO 15_MC pounds_NN2
CHELAR,1628brow,ity,annuity,T Plaintiffs_NN2 all_DB ,Annuities_NN2, by_II her_PPHO1 grante
CHELAR,1628brow,ity,annuity,_VVN for_IF several_DA2 ,Annuities_NN2, :_: The_AT Case_NN1 is
CHELAR,1628brow,ity,annuity,med_VVD the_AT said_JJ% ,Annuities_NN2, to_II the_AT said_JJ% 
CHELAR,1628brow,ity,annuity, hold_VVI the_AT one_MC1 ,Annuity_NN1, of_IO 15_MC pounds_NN2 
CHELAR,1628brow,ity,annuity,qb;_) granted_VVD an_AT1 ,Annuity_NN1, of_IO 10_MC pounds_NN2 
CHELAR,1628brow,ity,equity,IO a_AT1 Trust_NN1 in_II ,Equity_NN1, might_VM be_VBI assigned
CHELAR,1628brow,ity,equity,N2 are_VBR good_JJ in_II ,Equity_NN1, to_TO bind_VVI the_AT sa
CHELAR,1628brow,ity,equity,_DA in_II Law_NN1 and_CC ,Equity_NN1, belongs_VVZ to_II the_AT
CHELAR,1628brow,ity,possibility,t_NN1@ of_IO future_JJ ,Possibility_NN1, is_VBZ not_XX good_JJ
CHELAR,1628brow,ity,possibility,"w_NN1 ,_, yet_RR a_AT1 ",Possibility_NN1, of_IO a_AT1 Trust_NN1
CHELAR,1628brow,ity,validity,VBZ touching_VVG the_AT ,Validity_NN1, of_IO a_AT1 Statute_NN1
CHELAR,1629luc,ity,antiquity,regard_NN1 of_IO the_AT ,Antiquity_NN1, of_IO the_AT Bond_NP1 
CHELAR,1629luc,ity,equity,ars_NNT2 ought_VMK in_II ,Equity_NN1, to_TO follow_VVI and_CC 
CHELAR,1629luc,ity,equity,I a_AT1 Matter_NN1 of_IO ,Equity_NN1, in_II Opposition_NN1 to_
CHELAR,1629luc,ity,equity,fment_NN1 was_VBDZ in_II ,Equity_NN1, no_AT Revocation_NN1 of_
CHELAR,1629luc,ity,indempnity,t_NN1 for_IF his_APPGE ,Indempnity_NN1," ,_, and_CC the_AT firs"
CHELAR,1629luc,ity,quality,n_II Quantity_NN1 and_CC ,Quality_NN1, as_II the_AT Glebe_NP1 
CHELAR,1629luc,ity,quantity,o_TO examine_VVI the_AT ,Quantity_NN1, and_CC Value_NN1 of_IO 
CHELAR,1629luc,ity,quantity,VBG as_RG good_JJ in_II ,Quantity_NN1, and_CC Quality_NN1 as_I
CHELAR,1629luc,ity,security,granted_VVN as_II a_AT1 ,Security_NN1, or_CC Pledge_VV0 for_IF
CHELAR,1631theo,ity,authority,d_VHD C._ZZ221 's_ZZ222 ,authority_NN1, continued_VVN in_II st
CHELAR,1631theo,ity,authority,ermarriage_NN1 that_CST ,authority_NN1, had_VHD been_VBN revok
CHELAR,1631theo,ity,equity,II a_AT1 Court_NN1 of_IO ,Equity_NN1," ,_, in_BCL21 order_BCL22"
CHELAR,1631theo,ity,equity,II a_AT1 court_NN1 of_IO ,equity_NN1, to_II ground_NN1 a_AT1 d
CHELAR,1631theo,ity,equity,II a_AT1 Court_NN1 of_IO ,Equity_NN1," ,_, especially_RR where_"
CHELAR,1631theo,ity,equity,it_PPH1 better_RRR in_II ,Equity_NN1, than_CSN it_PPH1 is_VBZ 
CHELAR,1631theo,ity,equity,II a_AT1 court_NN1 of_IO ,equity_NN1, (_( no_AT consideration_
CHELAR,1631theo,ity,equity,II a_AT1 court_NN1 of_IO ,equity_NN1," ,_, no_AT consideration_"
CHELAR,1631theo,ity,equity,IF a_AT1 court_NN1 of_IO ,equity_NN1, to_TO give_VVI any_DD su
CHELAR,1631theo,ity,equity,it_PPH1 better_RRR in_II ,equity_NN1, than_CSN at_II law_NN1 )
CHELAR,1631theo,ity,priority,_DD1 Court_NN1 hath_VHZ ,Priority_NN1, &lsqb;_( 53_MC &rsqb;_)
CHELAR,1631theo,ity,validity,_VM be_VBI of_IO any_DD ,validity_NN1, ;_; but_CCB the_AT said
CHELAR,1634mars,ity,antiquity,1@ is_VBZ of_IO such_DA ,Antiquity_NN1," ,_, and_CC the_AT Defe"
CHELAR,1634mars,ity,equity,of_IO Justice_NN1 and_CC ,Equity_NN1," ,_, to_TO ratify_VVI and"
CHELAR,1634mars,ity,equity,0 in_II Right_NN1 and_CC ,Equity_NN1," ,_, according_II21 to_II"
CHELAR,1634mars,ity,equity,&rsqb;_) either_RR in_II ,Equity_NN1, or_CC good_JJ Conscience
CHELAR,1634mars,ity,university,ilege_NN1 of_IO the_AT ,University_NN1, of_IO Cambridge_NP1 ou
CHELAR,1635char,ity,authority,IF their_APPGE first_MD ,Authority_NN1," ,_, the_AT Case_NN1 in"
CHELAR,1635char,ity,authority,NN1 can_VM be_VBI no_AT ,Authority_NN1," ,_, nor_CC is_VBZ it_P"
CHELAR,1635char,ity,generality,se_II21 of_II22 the_AT ,Generality_NN1, of_IO the_AT Uncertain
CHELAR,1635char,ity,necessity,1 is_VBZ under_II a_AT1 ,Necessity_NN1, of_IO doing_VDG all_DB
CHELAR,1635char,ity,probability,ny_DD Manner_NN1 of_IO ,Probability_NN1," ,_, nay_UH it_PPH1 ma"
CHELAR,1636poph,ity,annuity,1 of_IO the_AT said_JJ% ,Annuities_NN2, ;_; and_CC it_PPH1 did
CHELAR,1636poph,ity,annuity,hat_CST the_AT said_JJ% ,Annuities_NN2, were_VBDR often_RR dem
CHELAR,1636poph,ity,annuity,proved_VVN of_IO the_AT ,Annuities_NN2, since_CS the_AT said_J
CHELAR,1636poph,ity,annuity,1 of_IO the_AT said_JJ% ,Annuities_NN2, were_VBDR paid_VVN to_
CHELAR,1636poph,ity,annuity,n_NN2 granted_VVD the_AT ,Annuity_NN1, in_II Question_NN1 unto
CHELAR,1636poph,ity,annuity,T1 old_JJ Deed_NN1 of_IO ,Annuity_NN1, which_DDQ was_VBDZ newl
CHELAR,1636poph,ity,annuity,VVN to_TO pay_VVI an_AT1 ,Annuity_NN1, of_IO 140_MC pounds_NN2
CHELAR,1636poph,ity,annuity,T Point_NN1 of_IO the_AT ,Annuity_NN1, is_VBZ in_II Reference_
CHELAR,1636poph,ity,annuity,for_IF Arrears_NN2 of_IO ,Annuity_NN1," ,_, and_CC also_RR to_T"
CHELAR,1636poph,ity,annuity,tioned_VVN to_TO pay_VVI ,Annuity_NN1, vacated_VVD ._. The_AT 
CHELAR,1636poph,ity,annuity,N1 of_IO the_AT said_JJ% ,Annuity_NN1, when_CS he_PPHS1 had_VH
CHELAR,1636poph,ity,annuity,N1 of_IO the_AT said_JJ% ,Annuity_NN1, ;_; and_CC it_PPH1 was_
CHELAR,1636poph,ity,annuity, said_JJ% Deed_NN1 of_IO ,Annuity_NN1, is_VBZ an_AT1 old_JJ sl
CHELAR,1636poph,ity,annuity,VI in_RP the_AT said_JJ% ,Annuity_NN1," ,_, and_CC granted_VVD "
CHELAR,1636poph,ity,annuity,1 for_IF the_AT said_JJ% ,Annuity_NN1, ._. Trust_NN1 ._. Lands
CHELAR,1636poph,ity,antiquity,d_JJ% Statute_NN1 's_GE ,Antiquity_NN1," ,_, that_CST a_AT1 Vac"
CHELAR,1636poph,ity,equity,CST in_II Law_NN1 and_CC ,Equity_NN1, the_AT said_JJ% Recovery
CHELAR,1636poph,ity,equity,ands_NN2 ought_VMK in_II ,Equity_NN1, to_TO be_VBI liable_JJ t
CHELAR,1636poph,ity,equity,e_JJ in_II Law_NN1 or_CC ,Equity_NN1, to_TO pay_VVI the_AT Deb
CHELAR,1636poph,ity,equity,ere_VBDR liable_JJ in_II ,Equity_NN1," ,_, and_CC therefore_RR "
CHELAR,1636poph,ity,equity,A ought_VMK in_II all_DB ,Equity_NN1, to_TO be_VBI discharged_
CHELAR,1636poph,ity,probability,_; and_CC in_II all_DB ,Probability_NN1, he_PPHS1 would_VM not
CHELAR,1636poph,ity,probability,PPH1 carried_VVD no_AT ,Probability_NN1," ,_, the_AT Feoffees_N"
